id,input,aspect,label
2122,parents beware ; this is downright movie penance ,negative,penance
2123,very choppy and monosyllabic despite the fact ,negative,choppy
2125,"pale xerox of other , better crime movies ",negative,pale
2127,leaving the theater with a smile on your face ,positive,smile
2128,is blazingly alive and admirable on many levels . ,positive,alive
2131,we get the comedy we settle for . ,negative,settle
2137,an unimaginative screenwriter 's ,negative,unimaginative
2142,"essentially ruined -- or , rather , ",negative,ruined
2144,a promise nor a threat so much as wishful thinking ,negative,wishful
2150,that delivers on the promise of excitement ,positive,excitement
2165,may prove to be ( tsai 's ) masterpiece ,positive,masterpiece
2167,might just be the movie you 're looking for ,positive,looking
2169,love to come from an american director in years ,positive,love
2170,most resonant film since the killer . ,positive,resonant
2178,"engaging , surprisingly touching british comedy ",positive,touching
2186,fails so fundamentally on every conventional level ,negative,fails
2187,too daft by half ... but supremely good natured . ,positive,good
2188,the worst sin of attributable to a movie like this ,negative,worst
2190,the film 's plot may be shallow ,negative,shallow
2200,"make the film more silly than scary , ",negative,silly
2204,deliver a riveting and surprisingly romantic ride ,positive,riveting
2207,you ca n't help but feel ` stoked . ' ,positive,stoked
2208,"wonderful , imaginative script ",positive,wonderful
2218,can be viewed as pure composition and form -- ,positive,composition
2221,the surprisingly somber conclusion ,positive,surprisingly
2225,the low-grade cheese standards on which it operates ,negative,low-grade
2228,is credible and remarkably mature ,positive,credible
2230,of the unsung heroes of 20th century ,positive,heroes
2231,that 's actually sort of amazing ,positive,amazing
2234,a streetwise mclaughlin group ,positive,streetwise
2237,"oversimplification , superficiality and silliness ",negative,silliness
2240,though he only scratches the surface ,negative,scratches
2244,an ` action film ' mired in stasis ,negative,mired
2252,too bad none of it is funny . ,negative,bad
2253,can seem tiresomely simpleminded . ,negative,tiresomely
2258,america 's thirst for violence ,negative,thirst
2261,when you 're a struggling nobody ,negative,struggling
2264,"ignore the reputation , and ignore the film . ",negative,ignore
2265,manage to be spectacularly outrageous ,positive,spectacularly
2267,of the best since the last waltz ,positive,best
2268,to lawrence 's over-indulgent tirade ,negative,tirade
2271,pass for a thirteen-year-old 's book report ,negative,pass
2273,"writing , skewed characters , ",negative,skewed
2276,is the stuff that disney movies are made of . ,positive,stuff
2280,that sends you out of the theater feeling ,positive,feeling
2286,folds under its own thinness . ,negative,folds
2290,genuine rather than pandering ,positive,genuine
2301,take an entirely stale concept and ,negative,stale
2302,", wit and interesting characters ",positive,interesting
2303,is an all-time low for kevin costner ,negative,low
2310,some of the back-story is a little tired ,negative,tired
2313,puzzle whose pieces do not fit ,negative,fit
2314,"sorority boys , which is as bad at it is cruel , ",negative,cruel
2315,-- and long -- for its own good ,negative,long
2318,its characters ' decisions only unsatisfactorily ,negative,unsatisfactorily
2320,perhaps it 's cliche to call the film ` refreshing ,positive,refreshing
2322,"a fascinating , unnerving examination ",positive,fascinating
2325,brilliantly written and well-acted ,positive,brilliantly
2330,the imagined glory of their own pasts ,negative,imagined
2333,does n't have a passion for the material . ,negative,passion
2334,but that they are doing it is thought-provoking . ,positive,thought-provoking
2337,neil burger 's impressive fake documentary ,positive,impressive
2338,in looking at the comic effects of jealousy ,positive,comic
2339,is tenderly observant of his characters . ,positive,tenderly
2340,"its dark , delicate treatment ",positive,delicate
2343,"he 's just a sad aristocrat in tattered finery , ",negative,sad
2345,classify as it is hard to resist ,positive,resist
2346,", undisputed scores a direct hit . ",positive,undisputed
2348,"painful , horrifying and oppressively tragic ",negative,painful
2351,"usual bumbling , tongue-tied screen persona ",negative,bumbling
2366,"low-brow humor , gratuitous violence and ",negative,violence
2367,was n't one of the film 's virtues . ,negative,virtues
2372,an uneven film for the most part ,negative,uneven
2375,his storytelling skills have eroded ,negative,eroded
2379,", madonna is one helluva singer . ",positive,singer
2380,"hoary dialogue , fluxing accents , and ",negative,hoary
2381,will probably find it fascinating ,positive,fascinating
2384,have no idea what in creation is going on ,negative,idea
2386,spend years trying to comprehend it ,negative,comprehend
2387,is both a snore and utter tripe ,negative,tripe
2394,of the smarter offerings the horror genre ,positive,smarter
2400,been quashed by whatever obscenity is at hand ,negative,obscenity
2403,"the better video-game-based flicks , ",positive,better
2407,nothing interesting in unfaithful ,negative,unfaithful
2409,work as well as a remarkably faithful one ,positive,faithful
2410,want to watch if you only had a week to live ,positive,watch
2412,without a conclusion or pay off ,negative,without
2414,we 've seen the hippie-turned-yuppie plot before ,negative,yuppie
2421,the movie is loaded with good intentions ,positive,good
2432,must have been astronomically bad ,negative,bad
2435,and that makes all the difference . ,positive,difference
2440,while the performances are often engaging ,positive,engaging
2441,you 've seen a movie instead of an endless trailer ,positive,movie
2444,"'s super - violent , super-serious and super-stupid . ",negative,stupid
2450,offering fine acting moments and ,positive,offering
2453,"-- a nice , harmless date film ",positive,nice
2456,combines the enigmatic features of ` memento ' ,positive,enigmatic
2457,have all but ruined his career ,negative,ruined
2462,pop up in nearly every corner of the country ,positive,positive
2466,would go back and choose to skip it ,negative,skip
2472,"allowing us to find the small , human moments , ",positive,moments
2492,that should be thrown back in the river ,negative,thrown
2496,still fun and enjoyable and so aggressively silly ,positive,fun
2501,moments and an intelligent subtlety ,positive,subtlety
2504,its sensitive handling of some delicate subject matter ,positive,sensitive
2510,with tiny little jokes and nary an original idea ,negative,nary
2511,is still quite good-natured and ,positive,good-natured
2514,ends up being surprisingly dull ,negative,dull
2515,he feels like a spectator and not a participant ,negative,spectator
2518,the filmmaking clumsy and rushed ,negative,clumsy
2521,to surprise us with plot twists ,positive,surprise
2523,a crass and insulting homage to great films ,negative,crass
2528,going to face frightening late fees ,negative,frightening
2532,that is as difficult for the audience to take as it ,negative,difficult
2543,seem to match the power of their surroundings ,positive,match
2544,a pleasing way with a metaphor ,positive,pleasing
2547,flash but little emotional resonance ,negative,resonance
2550,"of the wise , wizened visitor from a faraway planet ",positive,wise
2555,... is at 22 a powerful young actor . ,positive,powerful
2559,"into the `` a '' range , as is ",positive,positive
2560,at least now we 've got something pretty damn close ,positive,pretty
2564,"entertaining , if ultimately minor , ",positive,entertaining
2568,"unfortunately , it runs for 170 ",negative,unfortunately
2572,the result is somewhat satisfying -- ,positive,satisfying
2578,it 's not scary in the slightest . ,negative,not
2582,that shows what great cinema can really do ,positive,great
2584,of mr. chabrol 's subtlest works ,positive,subtlest
2589,done that ... a thousand times ,negative,done
2591,few things in this world more complex -- ,positive,complex
2596,a striking style behind the camera ,positive,striking
2601,is n't the actor to save it . ,negative,save
2605,"is wasted in this crass , low-wattage endeavor ",negative,wasted
2607,set in the world of lingerie models and bar dancers ,positive,models
2608,"has finally , to some extent , warmed up to him ",positive,warmed
2612,all the usual spielberg flair ,positive,spielberg
2613,got as potent a topic as ever here ,positive,potent
2615,overrun by corrupt and hedonistic weasels ,negative,corrupt
2616,sobering and powerful documentary ,positive,powerful
2618,take care is nicely performed by a quintet of actresses ,positive,nicely
2619,"for a movie that tries to be smart , it 's kinda dumb . ",negative,dumb
2623,did n't sell many records but ,negative,sell
2624,the payoff is powerful and revelatory ,positive,powerful
2625,disguising this as one of the worst films of the summer ,negative,worst
2627,"the title , alone , should scare any sane person away . ",negative,scare
2630,that works on any number of levels ,positive,works
2636,the rest of the cast is uniformly superb ,positive,superb
2638,"his most daring , and complicated , performances ",positive,daring
2639,"smart , sassy and exceptionally charming ",positive,charming
2646,"a brilliantly played , deeply unsettling experience ",positive,brilliantly
2648,"journalistically dubious , inept ",negative,dubious
2656,ride around a pretty tattered old carousel . ,negative,tattered
2658,finds its tone and several scenes run too long . ,negative,long
2659,entrapment in the maze of modern life ,positive,maze
2672,( a ) painfully flat gross-out comedy ,negative,painfully
2675,is nothing distinguishing in a randall wallace film ,negative,nothing
2677,'s also disappointing to a certain degree . ,negative,disappointing
2684,to enjoy its own transparency ,positive,enjoy
2686,made with an enormous amount of affection ,positive,affection
2687,to engross even the most antsy youngsters ,positive,engross
2688,he 's making dog day afternoon with a cause ,positive,afternoon
2699,playing a role of almost bergmanesque intensity ,positive,intensity
2700,a worthwhile moviegoing experience ,positive,worthwhile
2703,have given this movie a rating of zero ,negative,zero
2705,the script has less spice than a rat burger and ,negative,burger
2711,what can easily be considered career-best performances ,positive,best
2720,is a frighteningly fascinating contradiction ,positive,fascinating
2728,when a movie has stuck around for this long ,positive,stuck
2729,"-- in a heartwarming , nonjudgmental kind of way -- ",positive,heartwarming
2730,provide an enjoyable 100 minutes in a movie theater ,positive,enjoyable
2734,so much tongue-in-cheek weirdness ,negative,weirdness
2746,does n't quite go the distance ,negative,distance
2747,"itself , a playful spirit and a game cast ",positive,playful
2753,all of the elements are in place for a great film noir ,positive,great
2767,also has humor and heart and very talented young actors ,positive,talented
2774,a pair of fascinating performances ,positive,fascinating
2780,"ends up being neither , and fails at both endeavors . ",negative,fails
2783,"grant is certainly amusing , but ",positive,amusing
2785,looking like something wholly original ,positive,original
2787,full of funny situations and honest observations ,positive,funny
2788,is a step down for director gary fleder ,negative,down
2790,of the best next generation episodes ,positive,best
2792,of a brutally honest individual like prophet jack ,positive,honest
2793,runs out of steam after a half hour ,negative,steam
2794,with such a wallop of you-are-there immediacy ,positive,wallop
2795,'s the funniest american comedy since graffiti bridge ,positive,funniest
2796,"schticky chris rock and stolid anthony hopkins , ",negative,schticky
2798,"rock solid family fun out of the gates , ",positive,fun
2799,takashi miike keeps pushing the envelope : ,positive,pushing
2800,"it looks like an action movie , but ",negative,but
2804,make chan 's action sequences boring . ,negative,boring
2805,the jokes are telegraphed so far in advance ,negative,telegraphed
2806,please eastwood 's loyal fans ,positive,loyal
2807,what punk rock music used to be ,positive,punk
2808,work and 2002 's first great film ,positive,great
2811,genuinely enthusiastic performances ,positive,enthusiastic
2812,tortured and self-conscious material ,negative,tortured
2817,recalls the classics of early italian neorealism ,positive,classics
2824,at once visceral and spiritual ,positive,visceral
2829,run through its otherwise comic narrative . ,positive,comic
2830,a much better mother-daughter tale ,positive,better
2833,'s ` divine secrets of the ya-ya sisterhood ,positive,divine
2838,salvos hitting a discernible target . ,positive,target
2844,has a spirit that can not be denied ,positive,spirit
2846,what 's with all the shooting ,negative,shooting
2850,"knows how to inflate the mundane into the scarifying , ",positive,inflate
2855,does steven seagal come across these days ? ,negative,come
2856,is as deep as a petri dish and as well-characterized ,negative,shallow
2863,this is more appetizing than a side dish of asparagus . ,positive,appetizing
2867,even murphy 's expert comic timing and ,positive,expert
2868,who are trying to make their way through this tragedy ,negative,tragedy
2871,be easy for critics to shred it ,negative,shred
2875,did n't connect with me would require another viewing ,negative,connect
2882,are many definitions of ` time waster ' ,negative,waster
2887,the script 's refusal of a happy ending ,negative,refusal
2888,alternating with lots of sloppiness ,negative,sloppiness
2896,"exhausted , desiccated talent ",negative,exhausted
2909,"fascinating , unnerving examination ",positive,fascinating
2915,mixes in as much humor as pathos ,positive,humor
2921,not only better than its predecessor ,positive,better
2922,"funny and , in the end , very touching ",positive,touching
2923,too skewed to ever get a hold on ,negative,skewed
2924,thriller as lazy as it is interminable ,negative,lazy
2927,", i enjoyed it just as much ! ",positive,enjoyed
2929,with a completely predictable plot ,negative,predictable
2931,by bad luck and their own immaturity ,negative,bad
2932,to a strangely sinister happy ending ,positive,happy
2935,", pathetic , starving and untalented ",negative,pathetic
2945,having been slimed in the name of high art ,negative,slimed
2948,elicit more of a sense of deja vu than awe ,negative,deja
2949,been worth cheering as a breakthrough ,positive,breakthrough
2950,all credibility flies out the window . ,negative,credibility
2952,fights the good fight in vietnam ,positive,fight
2954,"rustic , realistic , and altogether creepy ",positive,rustic
2958,assumes you are n't very bright ,negative,bright
2966,i hated myself in the morning . ,negative,hated
2967,with efficiency and an affection for the period ,positive,affection
2968,confection that 's pure entertainment ,positive,entertainment
2969,bearing the unmistakable stamp of authority ,positive,authority
2970,the intentionally low standards of frat-boy humor ,negative,low
2974,"of the jokes , most at women 's expense ",negative,expense
2985,the inspiration of the original ,positive,inspiration
2992,a good chance of being the big ,positive,good
2997,"but on the whole , you 're gon na like this movie . ",positive,like
3001,are too simplistic to maintain interest ,negative,simplistic
3002,most wondrously gifted artists ,positive,wondrously
3005,thanks to the presence of ` the king ,positive,thanks
3006,surreal ache of mortal awareness ,positive,surreal
3010,as powerful rather than cloying ,positive,powerful
3012,does n't add up to a whole lot . ,negative,lot
3015,thriller `` new best friend '' ,positive,friend
3016,barbershop is n't as funny as it should be ,negative,funny
3017,spider invasion comic chiller ,positive,chiller
3019,video games are more involving than this mess . ,negative,mess
3022,witty dialogue and inventive moments ,positive,witty
3025,a fluid and mesmerizing sequence ,positive,mesmerizing
3027,although this idea is `` new '' the results are tired ,negative,tired
3028,a renowned indian film culture ,positive,renowned
3035,a marvel of production design . ,positive,marvel
3036,will leave you wanting to abandon the theater ,negative,abandon
3038,they do n't fit well together and ,negative,fit
3039,the pushiness and decibel volume ,negative,pushiness
3041,rejigger fatal attraction into a high school setting ,negative,fatal
3050,does seem pretty unbelievable at times ,negative,unbelievable
3051,those monologues stretch on and on ,negative,stretch
3059,gives human nature its unique feel ,positive,unique
3067,establishes its ominous mood and tension ,positive,establishes
3071,me as unusually and unimpressively fussy ,negative,fussy
3072,is nothing but boilerplate clichés from start to finish ,negative,boilerplate
3075,of domestic tension and unhappiness ,negative,unhappiness
3080,is definitely a director to watch . ,positive,definitely
3083,"is a variant of the nincompoop benigni persona , ",negative,nincompoop
3087,the year 's greatest adventure ,positive,greatest
3088,both the beauty of the land and the people ,positive,beauty
3090,how it washed out despite all of that ,negative,washed
3096,perfectly entertaining summer diversion ,positive,perfectly
3097,many can aspire but none can equal ,positive,aspire
3099,that ca n't get sufficient distance from leroy 's ,negative,sufficient
3103,a poignant comedy that offers food for thought . ,positive,poignant
3105,... hokey art house pretension . ,negative,pretension
3108,"are complex and quirky , but entirely believable ",positive,believable
3109,a potentially trite and overused concept ,negative,trite
3123,the master of disguise is awful . ,negative,awful
3124,"entertaining and , ultimately , ",positive,entertaining
3126,", barbershop is tuned in to its community . ",positive,community
3127,to be wholesome and subversive at the same time ,positive,wholesome
3135,"to its last-minute , haphazard theatrical release ",negative,haphazard
3138,the masterful british actor ian holm ,positive,masterful
3146,of virtually plotless meanderings ,negative,plotless
3147,'ll still be glued to the screen ,positive,glued
3152,has been awarded mythic status in contemporary culture ,positive,mythic
3156,the most highly-praised disappointments i ,negative,disappointments
3159,unbearable when it is n't merely offensive ,negative,unbearable
3160,"see `` simone , '' and consider a dvd rental instead ",negative,instead
3163,the spectacle of small-town competition ,positive,spectacle
3166,viewed as pure composition and form -- ,positive,composition
3169,dissing the film that they did n't mind the ticket cost ,negative,dissing
3171,so much that he refuses to evaluate his own work ,negative,refuses
3172,"one of his most daring , and complicated , performances ",positive,daring
3174,misfire that even tunney ca n't save ,negative,misfire
3176,watch these two together again ,positive,together
3182,you want the story to go on and on ,positive,on
3199,feel like you were n't invited to the party ,negative,invited
3202,as the film breaks your heart ,positive,heart
3204,from a stunningly unoriginal premise ,negative,unoriginal
3205,the film does pack some serious suspense . ,positive,suspense
3210,proves itself a more streamlined ,positive,streamlined
3211,with remarkable serenity and discipline ,positive,remarkable
3221,like a human volcano or an overflowing septic tank ,negative,overflowing
3222,that was hard for me to warm up to ,negative,hard
3224,figures prominently in this movie ,positive,prominently
3230,sit through -- despite some first-rate performances ,positive,performances
3238,"it 's kind of insulting , both to men and women . ",negative,insulting
3243,'s just too boring and obvious ,negative,boring
3253,showcases a group of dedicated artists ,positive,dedicated
3254,"the quaking essence of passion , grief and fear ",positive,passion
3257,the pleasures of a well-made pizza ,positive,pleasures
3262,smaller numbered kidlets will enjoy . ,positive,enjoy
3266,tears welled up in my eyes both times ,positive,welled
3267,potentially good comic premise ,positive,good
3268,what once was conviction is now affectation ,negative,affectation
3269,tumbleweeds blowing through the empty theaters ,negative,empty
3271,that with really poor comedic writing ,negative,poor
3273,"hollow , self-indulgent , and - worst of all - ",negative,hollow
3274,weave a protective cocoon around his own ego ,negative,cocoon
3277,"a sharp , amusing study of the cult ",positive,amusing
3278,"entertaining , if somewhat standardized , action ",positive,entertaining
3280,of an allegedly inspiring and easily marketable flick ,positive,inspiring
3283,is matched only by the ridiculousness of its premise ,negative,ridiculousness
3293,"nevertheless , it still seems endless . ",negative,endless
3295,vereté has a whip-smart sense of narrative bluffs . ,positive,whip-smart
3297,"becomes a soulful , incisive meditation ",positive,soulful
3298,are of the highest and the performances ,positive,highest
3301,with so much first-rate talent ,positive,first-rate
3305,"the visuals , even erotically frank ones , ",positive,visuals
3307,believe that resident evil is not it . ,negative,not
3313,for granted in most films are mishandled here ,negative,mishandled
3316,laughs -- sometimes a chuckle ,positive,laughs
3318,", moving , and adventurous directorial debut ",positive,adventurous
3321,samuel l. jackson is one of the best actors there is . ,positive,best
3324,"may lack the pungent bite of its title , but ",negative,lack
3325,to pass this stinker off as a scary movie ,negative,stinker
3329,that 's enough to sustain laughs ,positive,laughs
3333,unexpected flashes of dark comedy ,positive,comedy
3335,the high-buffed gloss and high-octane jolts ,positive,jolts
3339,neither as funny nor as charming as it thinks it is ,negative,thinks
3349,"wonderfully loopy tale of love , longing , and voting ",positive,wonderfully
3350,collapses under its own meager weight . ,negative,collapses
3359,"'s simply stupid , irrelevant and deeply , truly ",negative,stupid
3363,'s rarely as entertaining as it could have been ,negative,entertaining
3366,that the movie has no idea of it is serious or ,negative,serious
3369,"here a more annoying , though less angry ",negative,annoying
3374,the film seem like something to endure instead of enjoy ,negative,endure
3380,the best of hollywood 's comic-book ,positive,best
3388,"is a riveting , brisk delight . ",positive,delight
3395,some real vitality and even art ,positive,vitality
3398,"logical , unforced continuation ",positive,continuation
3401,a lot smarter and more unnerving than the sequels ,positive,smarter
3402,is among wiseman 's warmest . ,positive,warmest
3404,'s like rocky and bullwinkle on speed ,positive,speed
3406,`` gangs '' is never lethargic ,positive,never
3408,whet one 's appetite for the bollywood films ,positive,whet
3410,uninspired preachy and clichéd war ,negative,uninspired
3411,updated dickensian sensibility ,positive,sensibility
3418,technically sumptuous but also almost wildly alive ,positive,sumptuous
3419,the best the contest received ,positive,best
3420,suffers from all the excesses ,negative,suffers
3424,"seen as hip , winking social commentary ",positive,hip
3427,little less bling-bling and a lot more ,negative,less
3434,sane and breathtakingly creative film ,positive,breathtakingly
3438,'s a clarity of purpose and even-handedness ,positive,clarity
3440,dull-witted and disquietingly creepy ,negative,creepy
3441,a consummate actor incapable of being boring ,positive,consummate
3442,becomes too heavy for the plot ,negative,heavy
3443,with an assurance worthy of international acclaim ,positive,assurance
3444,the delicious pulpiness of its lurid fiction ,positive,delicious
3449,has a solid emotional impact . ,positive,impact
3452,"holm does his sly , intricate magic , ",positive,magic
3453,britney spears has popped up with more mindless drivel ,negative,drivel
3456,will find millions of eager fans . ,positive,eager
3466,bump in the night and nobody cares ,negative,nobody
3469,falls to the floor with a sickening thud ,negative,sickening
3470,'s little to recommend snow dogs ,negative,negative
3473,that the movie does not do them justice ,negative,justice
3483,julie taymor 's preposterous titus ,negative,preposterous
3488,"delightfully unpredictable , hilarious ",positive,hilarious
3489,a computer-generated cold fish ,negative,cold
3490,", one hour photo lives down to its title . ",negative,down
3491,worldly-wise and very funny script ,positive,funny
3493,polished and vastly entertaining ,positive,entertaining
3495,"simply stupid , irrelevant and deeply ",negative,stupid
3498,search of purpose or even a plot ,negative,search
3504,lan yu never catches dramatic fire . ,negative,never
3505,tens of thousands of german jewish refugees ,negative,refugees
3506,"some startling , surrealistic moments ",positive,startling
3507,annoying rather than charming ,negative,annoying
3510,do well to cram earplugs in their ears and ,negative,cram
3512,takes a stand in favor of tradition and warmth ,positive,warmth
3514,"for its excellent storytelling , its economical ",positive,excellent
3520,the year 's ( unintentionally ) funniest moments ,positive,funniest
3523,capable of anteing up some movie star charisma ,positive,charisma
3530,watchable by a bravura performance ,positive,bravura
3533,", has solid acting and a neat premise ",positive,solid
3535,"it cooks conduct in a low , smoky and inviting sizzle . ",positive,inviting
3538,its poignancy hooks us completely ,positive,poignancy
3542,relies on subtle ironies and visual devices ,positive,subtle
3549,wallowing in its characters ' frustrations ,negative,wallowing
3550,the men and machines behind the curtains of our planet ,positive,machines
3552,makes the journey feel like a party ,positive,party
3555,"on , well , love in the time of money ",positive,love
3556,the story 's scope and pageantry ,positive,pageantry
3558,"a quaint , romanticized rendering ",positive,romanticized
3561,"the plot has a number of holes , ",negative,holes
3562,a thriller without thrills and a mystery devoid ,negative,devoid
3563,oliver stone 's conspiracy thriller jfk ,positive,thriller
3564,"clever , amusing and unpredictable ",positive,clever
3569,"scruffy , dopey old hanna-barbera charm ",positive,charm
3570,france 's most inventive directors ,positive,inventive
3572,were convinced to waste their time ,negative,waste
3573,'s an adventure story and history lesson all in one . ,positive,adventure
3574,created a masterful work of art of their own ,positive,masterful
3579,bad '' is the operative word for `` bad company ,negative,bad
3580,", you still have to see this ! ",positive,see
3587,"is what it is -- a nice , harmless date film ... ",positive,nice
3588,grounded in an undeniable social realism ,positive,realism
3589,feel my eyelids ... getting ... very ... heavy ,negative,heavy
3591,none of this sounds promising and ,negative,promising
3592,the film is well worthwhile . ,positive,worthwhile
3593,"patience , respect and affection ",positive,affection
3595,uncomfortably close to losing my lunch ,negative,losing
3596,to give them credit for : the message of the movie ,positive,credit
3605,"see her esther blossom as an actress , ",positive,blossom
3607,that is an undeniably worthy and devastating experience ,positive,worthy
3615,bottom-rung new jack city wannabe . ,negative,wannabe
3616,to show us why it 's compelling ,positive,compelling
3624,"rousing , g-rated family film ",positive,rousing
3629,usually dread encountering the most ,negative,dread
3632,must have been lost in the translation . ,negative,lost
3633,despite auteuil 's performance ,negative,despite
3639,will just as likely make you weep ,positive,weep
3640,'s still a guilty pleasure to watch . ,positive,pleasure
3646,of the potential for sanctimoniousness ,negative,sanctimoniousness
3648,lacks dramatic punch and depth ,negative,lacks
3651,"great performances , stylish cinematography and ",positive,great
3664,any movie with a life-affirming message ,positive,life-affirming
3674,one of the most exciting action films ,positive,exciting
3679,", then go see this delightful comedy . ",positive,delightful
3682,seem like a bad idea from frame one ,negative,bad
3693,fussing over too weak a recipe ,negative,fussing
3694,touched by an unprecedented tragedy ,negative,tragedy
3695,looking for a return ticket to realism ,negative,negative
3696,really is enormously good fun . ,positive,fun
3697,includes battlefield earth and showgirls ,negative,showgirls
3700,that should appeal to anyone willing to succumb to it ,positive,appeal
3701,"because of the universal themes , earnest performances ",positive,earnest
3705,it drags during its 112-minute length ,negative,drags
3710,"aimless , arduous , and arbitrary ",negative,aimless
3714,"loose , poorly structured film ",negative,poorly
3717,where the old adage `` be careful what you wish for '' ,negative,careful
3722,"its true-to-life characters , ",positive,true-to-life
3723,limpid and conventional historical fiction ,negative,conventional
3724,pity anyone who sees this mishmash . ,negative,pity
3726,stranded with nothing more than our lesser appetites ,negative,stranded
3727,seem to match the power of their surroundings . ,positive,match
3732,hand viewers a suitcase full of easy answers ,negative,easy
3734,handed down from the movie gods ,positive,gods
3736,that it avoids the obvious with humor and lightness ,positive,humor
3737,get excited about on this dvd ,positive,excited
3743,pathos-filled but ultimately life-affirming finale ,positive,life-affirming
3745,contest to see who can out-bad-act the other ,negative,bad-act
3746,"what an idea , what a thrill ride . ",positive,thrill
3752,the most surprising thing about this film ,positive,surprising
3756,"of his most daring , and complicated , performances ",positive,daring
3758,too slight to be called any kind of masterpiece ,negative,slight
3759,is where ararat went astray . ,negative,astray
3767,"a bad improvisation exercise , ",negative,bad
3773,"sure , it 's contrived and predictable ",negative,contrived
3776,creative energy and wit to entertain all ages ,positive,creative
3777,"into a poem of art , music and metaphor ",positive,art
3782,know what it wants to be when it grows up ,positive,grows
3784,emerges as a surprisingly anemic disappointment ,negative,disappointment
3785,"a boring , pretentious muddle ",negative,boring
3786,", it 's probably not accurate to call it a movie ",negative,not
3787,"gives it new texture , new relevance , new reality ",positive,new
3789,"not only a pianist , but a good human being ",positive,good
3793,driven by a fantastic dual performance from ian holm ,positive,fantastic
3795,is so rich with period minutiae ,positive,rich
3796,grownups should appreciate its whimsical humor ,positive,whimsical
3810,"so it 's not a brilliant piece of filmmaking , but ",negative,not
3811,the movie is better than you might think . ,positive,better
3817,"humble , teach and ultimately ",positive,humble
3818,"first-class , natural acting and ",positive,first-class
3822,"best indie of the year , so far . ",positive,best
3833,of a handsome and well-made entertainment ,positive,handsome
3836,showcase the canadian 's inane ramblings ,negative,inane
3837,best little `` horror '' movie ,positive,best
3846,no idea what in creation is going on ,negative,idea
3850,sci-fi drama that takes itself all too seriously ,negative,seriously
3857,lawrence gives us mostly fool 's gold ,negative,fool
3860,raunchy and frequently hilarious ,positive,hilarious
3865,do n't want to think too much about what 's going on ,negative,don't
3874,this clever and very satisfying picture ,positive,satisfying
3892,"we , today , can prevent its tragic waste of life ",negative,tragic
3897,both heartbreaking and heartwarming ... ,positive,heartwarming
3898,"of this sad , compulsive life ",negative,sad
3900,joe dante 's similarly styled gremlins ,positive,gremlins
3910,"dumb gags , anatomical humor , ",negative,dumb
3912,"a stupid , derivative horror film ",negative,stupid
3913,this often very funny collegiate gross-out comedy ,positive,funny
3916,"can certainly go the distance , ",positive,certainly
3918,delightfully quirky movie to be made from curling ,positive,delightfully
3930,make a delightful comedy centering on food ,positive,delightful
3931,imbue the theme with added depth and resonance ,positive,resonance
3932,staggeringly unoriginal terms ,negative,unoriginal
3937,"are no special effects , and no hollywood endings . ",negative,no
3938,has all the earmarks of french cinema at its best ,positive,best
3939,i honestly never knew what the hell was coming next ,positive,honestly
3945,made the full monty a smashing success ,positive,smashing
3951,intriguing and downright intoxicating ,positive,intoxicating
3952,slick and sprightly cgi feature ,positive,slick
3953,the hilarious writer-director himself ,positive,hilarious
3955,throughout a film that is both gripping and compelling ,positive,gripping
3958,for no apparent reason except ,negative,reason
3964,"had the ability to mesmerize , astonish and entertain ",positive,mesmerize
3966,", this is the ultimate movie experience ",positive,ultimate
3969,be smarter than any 50 other filmmakers still ,negative,smarter
3970,a believable mother/daughter pair ,positive,believable
3973,"-- farts , boobs , unmentionables -- ",negative,unmentionables
3980,told with humor and poignancy ,positive,humor
3986,washington most certainly has a new career ahead of him ,positive,career
3992,it does so without compromising that complexity . ,positive,complexity
4003,"we only know as an evil , monstrous lunatic ",negative,evil
4005,mordantly funny and intimately knowing ... ,positive,funny
4006,spinning a web of dazzling entertainment ,positive,dazzling
4007,make fun of me for liking showgirls ,negative,fun
4012,the songs translate well to film ,positive,translate
4014,bore that tends to hammer home every one of its points ,negative,bore
4015,the joy the characters take in this creed ,positive,joy
4018,"no solace here , no entertainment value ",negative,solace
4022,get lost in the murk of its own making ,negative,lost
4024,"is its reliance on formula , though ",negative,reliance
4025,if you grew up on scooby -- you 'll love this movie . ,positive,love
4027,an interesting technical exercise ,positive,interesting
4030,is a visual treat for all audiences . ,positive,treat
4034,"contrived , awkward and filled with unintended laughs ",negative,awkward
4035,the subtlest and most complexly evil uncle ralph ,positive,evil
4042,funnier version of the old police academy flicks . ,positive,funnier
4046,strikes a potent chemistry with molina ,positive,potent
4048,to the energetic and always surprising performance ,positive,energetic
4055,the soulful gravity of crudup 's anchoring performance ,positive,soulful
4062,their lamentations are pretty much self-centered ) ,negative,lamentations
4072,", danny is a frighteningly fascinating contradiction . ",positive,fascinating
4073,adams just copies from various sources -- ,negative,copies
4083,"a brazil-like , hyper-real satire ",negative,satire
4084,"a young woman of great charm , generosity and diplomacy ",positive,charm
4085,not the craven of ' a nightmare ,negative,nightmare
4086,"its brain is a little scattered -- ditsy , even . ",negative,ditsy
4088,a love story as sanguine as its title ,positive,love
4093,"gets under your skin and , some plot blips ",negative,blips
4094,pretty much delivers on that promise . ,positive,delivers
4097,"it wo n't hold up over the long haul , ",negative,wo n't
4098,feels acting is the heart and soul of cinema ,positive,heart
4099,boasting this many genuine cackles ,positive,cackles
4100,"religion that dares to question an ancient faith , and ",positive,dare
